sample_name	filename	ATTRIBUTE_lcms_sampletype	lcms_batch	lcms_samplingmethod	lcms_sampletype	lcms_extractionmethod	emp500_study_id	emp500_title	emp500_principal_investigator	tier	barcode_prefix	study_sample_number	sample_name_plus_plate	metab_id_2017	sampling_materials	sampling_method	environmental_package	physical_specimen_institution	env_biome	env_feature	env_material	empo_1	empo_2	empo_3	sample_type	taxon_id	scientific_name	host_taxid	host_common_name	host_scientific_name	geo_loc_name	latitude	longitude	elevation	aliquots_remaining	pnnl_gcms_raw_dataset_name	metabo_v2_filename_2019	metabo_v2_batch	metabo_v2_position	metabo_v2_extraction_protocol	metabo_v2_sampletype	metabo_v2_sampletype_sub
8E1_Schmidt56-soil-Nepal-1.mzML	8E1_Schmidt56-soil-Nepal-1.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s001	1	8.Schmidt56.soil.Nepal.1	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5110	Unknown: Aliquots at PNNL	EMP_Sch_N_1_046_GC	8E1_Schmidt56-soil-Nepal-1.mzML	8.0	8.00E+01	Bulk_Seed_PNNL	Sample	Bulk
8F6_Schmidt56-soil-Nepal-2.mzML	8F6_Schmidt56-soil-Nepal-2.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s002	2	9.Schmidt56.soil.Nepal.2	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5110	Unknown: Aliquots at PNNL	EMP_Sch_N_2_062_GC	8F6_Schmidt56-soil-Nepal-2.mzML	8.0	8F6	Bulk_Seed_PNNL	Sample	Bulk
8E6_Schmidt56-soil-Nepal-3.mzML	8E6_Schmidt56-soil-Nepal-3.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s003	3	8.Schmidt56.soil.Nepal.3	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5110	Unknown: Aliquots at PNNL	EMP_Sch_N_3_051_GC	8E6_Schmidt56-soil-Nepal-3.mzML	8.0	8.00E+06	Bulk_Seed_PNNL	Sample	Bulk
8E4_Schmidt56-soil-Nepal-4.mzML	8E4_Schmidt56-soil-Nepal-4.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	2	schmidt.56.s004	4	8.Schmidt56.soil.Nepal.4	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5110	Unknown: Aliquots at PNNL	EMP_Sch_N_4_049_GC	8E4_Schmidt56-soil-Nepal-4.mzML	8.0	8.00E+04	Bulk_Seed_PNNL	Sample	Bulk
8F2_Schmidt56-soil-Nepal-5.mzML	8F2_Schmidt56-soil-Nepal-5.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	2	schmidt.56.s005	5	9.Schmidt56.soil.Nepal.5	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5110	Unknown: Aliquots at PNNL	EMP_Sch_N_5_058_GC	8F2_Schmidt56-soil-Nepal-5.mzML	8.0	8F2	Bulk_Seed_PNNL	Sample	Bulk
8F12_Schmidt56-soil-Nepal-6.mzML	8F12_Schmidt56-soil-Nepal-6.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	2	schmidt.56.s006	6	9.Schmidt56.soil.Nepal.6	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5110	Unknown: Aliquots at PNNL	EMP_Sch_N_6_068_GC	8F12_Schmidt56-soil-Nepal-6.mzML	8.0	8F12	Bulk_Seed_PNNL	Sample	Bulk
8E9_Schmidt56-soil-Nepal-7.mzML	8E9_Schmidt56-soil-Nepal-7.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	2	schmidt.56.s007	7	8.Schmidt56.soil.Nepal.7	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5110	Unknown: Aliquots at PNNL	EMP_Sch_N_7_054_GC	8E9_Schmidt56-soil-Nepal-7.mzML	8.0	8.00E+09	Bulk_Seed_PNNL	Sample	Bulk
8F5_Schmidt56-soil-Nepal-8.mzML	8F5_Schmidt56-soil-Nepal-8.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	2	schmidt.56.s008	8	9.Schmidt56.soil.Nepal.8	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5110	Unknown: Aliquots at PNNL	EMP_Sch_N_8_061_GC	8F5_Schmidt56-soil-Nepal-8.mzML	8.0	8F5	Bulk_Seed_PNNL	Sample	Bulk
8E8_Schmidt56-soil-Nepal-5096.mzML	8E8_Schmidt56-soil-Nepal-5096.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s009	9	8.Schmidt56.soil.Nepal.5096	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5096	Unknown: Aliquots at PNNL	EMP_Sch_N_5096_053_GC	8E8_Schmidt56-soil-Nepal-5096.mzML	8.0	8.00E+08	Bulk_Seed_PNNL	Sample	Bulk
8F1_Schmidt56-soil-Nepal-5100.mzML	8F1_Schmidt56-soil-Nepal-5100.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s010	10	8.Schmidt56.soil.Nepal.5100	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72143219	83.91454704	5100	Unknown: Aliquots at PNNL	EMP_Sch_N_5100_057_GC	8F1_Schmidt56-soil-Nepal-5100.mzML	8.0	8F1	Bulk_Seed_PNNL	Sample	Bulk
8F4_Schmidt56-soil-Nepal-5117.mzML	8F4_Schmidt56-soil-Nepal-5117.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	2	schmidt.56.s011	11	9.Schmidt56.soil.Nepal.5117	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72152826	83.91469296	5117	Unknown: Aliquots at PNNL	EMP_Sch_N_5117_060_GC	8F4_Schmidt56-soil-Nepal-5117.mzML	8.0	8F4	Bulk_Seed_PNNL	Sample	Bulk
8F10_Schmidt56-soil-Nepal-camp1.mzML	8F10_Schmidt56-soil-Nepal-camp1.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s012	12	9.Schmidt56.soil.Nepal.camp1	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5090	Unknown: Aliquots at PNNL	EMP_Sch_N_camp1_066_GC	8F10_Schmidt56-soil-Nepal-camp1.mzML	8.0	8F10	Bulk_Seed_PNNL	Sample	Bulk
8F8_Schmidt56-soil-Nepal-camp2.mzML	8F8_Schmidt56-soil-Nepal-camp2.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s013	13	9.Schmidt56.soil.Nepal.camp2	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5090	Unknown: Aliquots at PNNL	EMP_Sch_N_camp2_064_GC	8F8_Schmidt56-soil-Nepal-camp2.mzML	8.0	8F8	Bulk_Seed_PNNL	Sample	Bulk
8D12_Schmidt56-soil-Nepal-NearCoral.mzML	8D12_Schmidt56-soil-Nepal-NearCoral.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s014	14	8.Schmidt56.soil.Nepal.NearCoral	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Nepal:Mustang Region	28.72122816	83.91438789	5090	Unknown: Aliquots at PNNL	EMP_Sch_N_NearCoral_045_GC	8D12_Schmidt56-soil-Nepal-NearCoral.mzML	8.0	8D12	Bulk_Seed_PNNL	Sample	Bulk
8D11_Schmidt56-soil-Peru-7-1.mzML	8D11_Schmidt56-soil-Peru-7-1.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s015	15	8.Schmidt56.soil.Peru.7.1	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_7_1_044_GC	8D11_Schmidt56-soil-Peru-7-1.mzML	8.0	8D11	Bulk_Seed_PNNL	Sample	Bulk
8E5_Schmidt56-soil-Peru-7-2.mzML	8E5_Schmidt56-soil-Peru-7-2.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s016	16	8.Schmidt56.soil.Peru.7.2	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_7_2_050_GC	8E5_Schmidt56-soil-Peru-7-2.mzML	8.0	8.00E+05	Bulk_Seed_PNNL	Sample	Bulk
8G1_Schmidt56-soil-Peru-7-3.mzML	8G1_Schmidt56-soil-Peru-7-3.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s017	17	9.Schmidt56.soil.Peru.7.3	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_7_3_069_GC	8G1_Schmidt56-soil-Peru-7-3.mzML	8.0	8G1	Bulk_Seed_PNNL	Sample	Bulk
8F11_Schmidt56-soil-Peru-7-4.mzML	8F11_Schmidt56-soil-Peru-7-4.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	2	schmidt.56.s018	18	9.Schmidt56.soil.Peru.7.4	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_7_4_067_GC	8F11_Schmidt56-soil-Peru-7-4.mzML	8.0	8F11	Bulk_Seed_PNNL	Sample	Bulk
8F7_Schmidt56-soil-Peru-25-1.mzML	8F7_Schmidt56-soil-Peru-25-1.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s019	19	9.Schmidt56.soil.Peru.25.1	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_25_1_063_GC	8F7_Schmidt56-soil-Peru-25-1.mzML	8.0	8F7	Bulk_Seed_PNNL	Sample	Bulk
8E7_Schmidt56-soil-Peru-25-2.mzML	8E7_Schmidt56-soil-Peru-25-2.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s020	20	8.Schmidt56.soil.Peru.25.2	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_25_2_052_GC	8E7_Schmidt56-soil-Peru-25-2.mzML	8.0	8.00E+07	Bulk_Seed_PNNL	Sample	Bulk
8F9_Schmidt56-soil-Peru-25-3.mzML	8F9_Schmidt56-soil-Peru-25-3.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s021	21	9.Schmidt56.soil.Peru.25.3	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_25_3_065_GC	8F9_Schmidt56-soil-Peru-25-3.mzML	8.0	8F9	Bulk_Seed_PNNL	Sample	Bulk
8E2_Schmidt56-soil-Peru-25-4.mzML	8E2_Schmidt56-soil-Peru-25-4.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	2	schmidt.56.s022	22	8.Schmidt56.soil.Peru.25.4	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_25_4_047_GC	8E2_Schmidt56-soil-Peru-25-4.mzML	8.0	8.00E+02	Bulk_Seed_PNNL	Sample	Bulk
8F3_Schmidt56-soil-Peru-85-1.mzML	8F3_Schmidt56-soil-Peru-85-1.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s023	23	9.Schmidt56.soil.Peru.85.1	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_85_1_059_GC	8F3_Schmidt56-soil-Peru-85-1.mzML	8.0	8F3	Bulk_Seed_PNNL	Sample	Bulk
8E11_Schmidt56-soil-Peru-85-2.mzML	8E11_Schmidt56-soil-Peru-85-2.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s024	24	8.Schmidt56.soil.Peru.85.2	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_85_2_055_GC	8E11_Schmidt56-soil-Peru-85-2.mzML	8.0	8.00E+11	Bulk_Seed_PNNL	Sample	Bulk
8E12_Schmidt56-soil-Peru-85-3.mzML	8E12_Schmidt56-soil-Peru-85-3.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	1	schmidt.56.s025	25	8.Schmidt56.soil.Peru.85.3	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_85_3_056_GC	8E12_Schmidt56-soil-Peru-85-3.mzML	8.0	8.00E+12	Bulk_Seed_PNNL	Sample	Bulk
8E3_Schmidt56-soil-Peru-85-4.mzML	8E3_Schmidt56-soil-Peru-85-4.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	56	Peru and Nepal alpine soils	Schmidt	2	schmidt.56.s026	26	8.Schmidt56.soil.Peru.85.4	Not applicable	NaN	bulk	soil	PNNL	desert biome	montane desert 	alpine soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	Peru:Puca Glacier	-13.773333	-71.071389	5000	Unknown: Aliquots at PNNL	EMP_Sch_P_85_4_048_GC	8E3_Schmidt56-soil-Peru-85-4.mzML	8.0	8.00E+03	Bulk_Seed_PNNL	Sample	Bulk
8C10_Myrold59-soil-2-NRCS0056.mzML	8C10_Myrold59-soil-2-NRCS0056.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s002	2	8.Myrold59.soil.2.NRCS0056	Not applicable	NaN	bulk	soil	PNNL	cropland biome	cropland	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Benton County	44.62691	-123.21072	70	Unknown: Aliquots at PNNL	EMP_Myr_2_NRCS0056_032_GC	8C10_Myrold59-soil-2-NRCS0056.mzML	8.0	8C10	Bulk_Seed_PNNL	Sample	Bulk
8D7_Myrold59-soil-3-NRCS0061.mzML	8D7_Myrold59-soil-3-NRCS0061.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s003	3	9.Myrold59.soil.3.NRCS0061	Not applicable	NaN	bulk	soil	PNNL	cropland biome	cropland	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Benton County	44.62484	-123.21777	69	Unknown: Aliquots at PNNL	EMP_Myr_3_NRCS0061_040_GC	8D7_Myrold59-soil-3-NRCS0061.mzML	8.0	8D7	Bulk_Seed_PNNL	Sample	Bulk
8D8_Myrold59-soil-4-NRCS0066.mzML	8D8_Myrold59-soil-4-NRCS0066.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s004	4	9.Myrold59.soil.4.NRCS0066	Not applicable	NaN	bulk	soil	PNNL	cropland biome	cropland	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Benton County	44.63881	-123.18977	72	Unknown: Aliquots at PNNL	EMP_Myr_4_NRCS0066_041_GC	8D8_Myrold59-soil-4-NRCS0066.mzML	8.0	8D8	Bulk_Seed_PNNL	Sample	Bulk
8D2_Myrold59-soil-5-NRCS0096.mzML	8D2_Myrold59-soil-5-NRCS0096.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s005	5	8.Myrold59.soil.5.NRCS0096	Not applicable	NaN	bulk	soil	PNNL	rangeland biome	rangeland	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Union County	45.093472	-117.784667	1171	Unknown: Aliquots at PNNL	EMP_Myr_5_NRCS0096_036_GC	8D2_Myrold59-soil-5-NRCS0096.mzML	8.0	8D2	Bulk_Seed_PNNL	Sample	Bulk
8D1_Myrold59-soil-8-NRCS0176.mzML	8D1_Myrold59-soil-8-NRCS0176.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s008	8	8.Myrold59.soil.8.NRCS0176	Not applicable	NaN	bulk	soil	PNNL	rangeland biome	rangeland	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Sherman County	45.24199	-120.5791	773	Unknown: Aliquots at PNNL	EMP_Myr_8_NRCS0176_035_GC	8D1_Myrold59-soil-8-NRCS0176.mzML	8.0	8D1	Bulk_Seed_PNNL	Sample	Bulk
8D4_Myrold59-soil-9-NRCS0181.mzML	8D4_Myrold59-soil-9-NRCS0181.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s009	9	8.Myrold59.soil.9.NRCS0181	Not applicable	NaN	bulk	soil	PNNL	cropland biome	cropland	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Sherman County	45.16543	-120.6592	790	Unknown: Aliquots at PNNL	EMP_Myr_9_NRCS0181_038_GC	8D4_Myrold59-soil-9-NRCS0181.mzML	8.0	8D4	Bulk_Seed_PNNL	Sample	Bulk
8C11_Myrold59-soil-11-NRCS0221.mzML	8C11_Myrold59-soil-11-NRCS0221.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s011	11	8.Myrold59.soil.11.NRCS0221	Not applicable	NaN	bulk	soil	PNNL	cropland biome	cropland	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Tillamook County	45.47756	-123.84166	6	Unknown: Aliquots at PNNL	EMP_Myr_11_NRCS0221_033_GC	8C11_Myrold59-soil-11-NRCS0221.mzML	8.0	8C11	Bulk_Seed_PNNL	Sample	Bulk
8D6_Myrold59-soil-12-NRCS0261.mzML	8D6_Myrold59-soil-12-NRCS0261.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s012	12	9.Myrold59.soil.12.NRCS0261	Not applicable	NaN	bulk	soil	PNNL	cropland biome	cropland	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Umatilla County	45.65347	-119.46691	321	Unknown: Aliquots at PNNL	EMP_Myr_12_NRCS0261_039_GC	8D6_Myrold59-soil-12-NRCS0261.mzML	8.0	8D6	Bulk_Seed_PNNL	Sample	Bulk
8D10_Myrold59-soil-14-NRCS0331.mzML	8D10_Myrold59-soil-14-NRCS0331.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s014	14	9.Myrold59.soil.14.NRCS0331	Not applicable	NaN	bulk	soil	PNNL	temperate coniferous forest biome	temperate coniferous forest	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Grant County	44.57589	-118.29807	1496	Unknown: Aliquots at PNNL	EMP_Myr_14_NRCS0331_043_GC	8D10_Myrold59-soil-14-NRCS0331.mzML	8.0	8D10	Bulk_Seed_PNNL	Sample	Bulk
8D9_Myrold59-soil-16-NRCS0371.mzML	8D9_Myrold59-soil-16-NRCS0371.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s016	16	9.Myrold59.soil.16.NRCS0371	Not applicable	NaN	bulk	soil	PNNL	rangeland biome	rangeland	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Crook County	43.97827	-119.879203	1422	Unknown: Aliquots at PNNL	EMP_Myr_16_NRCS0371_042_GC	8D9_Myrold59-soil-16-NRCS0371.mzML	8.0	8D9	Bulk_Seed_PNNL	Sample	Bulk
8C12_Myrold59-soil-18-NRCS0426.mzML	8C12_Myrold59-soil-18-NRCS0426.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	59	Oregon soils	Myrold	1	myrold.59.s018	18	8.Myrold59.soil.18.NRCS0426	Not applicable	NaN	bulk	soil	PNNL	cropland biome	cropland	soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	Not applicable	Not applicable	United States of America:Oregon:Harney County	42.26074	-118.60881	1242	Unknown: Aliquots at PNNL	EMP_Myr_18_NRCS0426_034_GC	8C12_Myrold59-soil-18-NRCS0426.mzML	8.0	8C12	Bulk_Seed_PNNL	Sample	Bulk
8H4_Seedorf71-BP1soil-24.mzML	8H4_Seedorf71-BP1soil-24.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	71	Singapore plant-associated soils	Seedorf	Not applicable	seedorf.71.s001	1	9.Seedorf71.BP1soil.24	Not applicable	NaN	bulk	soil	PNNL	cropland biome	banana plantation	surface soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	soil	Not applicable	Singapore:Lim Chu Kang	1.435380168	103.7113817	19	Unknown: Aliquots at PNNL	EMP_Sdf_BP1_24_083_GC	8H4_Seedorf71-BP1soil-24.mzML	8.0	8H4	Bulk_Seed_PNNL	Sample	Bulk
8G7_Seedorf71-BP2soil-26.mzML	8G7_Seedorf71-BP2soil-26.mzML	Sample	8	Bulk_201901_UCSD	Sample	Swabs	71	Singapore plant-associated soils	Seedorf	Not applicable	seedorf.71.s002	2	8.Seedorf71.BP2soil.26	Not applicable	NaN	bulk	soil	PNNL	cropland biome	banana plantation	surface soil	Free-living	Non-saline	Soil (non-saline)	soil	410658.0	soil metagenome	Not applicable	soil	Not applicable	Singapore:Lim Chu Kang	1.435343635	103.7115584	19	Unknown: Aliquots at PNNL	EMP_Sdf_BP2_26_074_GC	8G7_Seedorf71-BP2soil-26.mzML	8.0	8G7	Bulk_Seed_PNNL	Sample	Bulk
